array,label,row,col,x,y,Power_uW,crop_file
258 22 CB,B02,1,2,516,528,26.846,258 22 CB\B2_26.846uW.png
258 22 CB,E01,1,5,1025,421,36.08,258 22 CB\E1_36.08uW.png
258 22 CB,G01,1,7,1366,414,38.6,258 22 CB\G1_38.6uW.png
258 22 CB,K01,1,11,2045,401,39.643,258 22 CB\K1_39.643uW.png
258 22 CB,O01,1,14,2724,389,39.189,258 22 CB\O1_39.189uW.png
258 22 CB,S01,1,18,3404,375,35.844,258 22 CB\S1_35.844uW.png
258 22 CB,U01,1,20,3744,369,38.977,258 22 CB\U1_38.977uW.png
258 22 CB,X04,2,23,4261,652,38.623,258 22 CB\X4_38.623uW.png
258 22 CB,C07,4,3,697,1034,37.603,258 22 CB\C7_37.603uW.png
258 22 CB,I07,4,9,1716,1013,32.914,258 22 CB\I7_32.914uW.png
258 22 CB,Q07,4,16,3077,989,37.909,258 22 CB\Q7_37.909uW.png
258 22 CB,W07,4,22,4098,970,36.703,258 22 CB\W7_36.703uW.png
258 22 CB,K11,6,11,2063,1383,40.112,258 22 CB\K11_40.112uW.png
258 22 CB,A13,7,1,369,1611,37.506,258 22 CB\A13_37.506uW.png
258 22 CB,E13,7,5,1047,1597,35.634,258 22 CB\E13_35.634uW.png
258 22 CB,G13,7,7,1386,1590,37.845,258 22 CB\G13_37.845uW.png
258 22 CB,O13,7,14,2746,1565,39.481,258 22 CB\O13_39.481uW.png
258 22 CB,S13,7,18,3426,1553,27.2,258 22 CB\S13_27.2uW.png
258 22 CB,U13,7,20,3766,1546,39.213,258 22 CB\U13_39.213uW.png
258 22 CB,Y13,7,24,4446,1533,35.865,258 22 CB\Y13_35.865uW.png
258 22 CB,A21,10,1,383,2396,35.858,258 22 CB\A21_35.858uW.png
258 22 CB,E21,10,5,1062,2382,37.866,258 22 CB\E21_37.866uW.png
258 22 CB,G21,10,7,1402,2375,38.029,258 22 CB\G21_38.029uW.png
258 22 CB,O21,10,14,2763,2349,37.988,258 22 CB\O21_37.988uW.png
258 22 CB,S21,10,18,3441,2338,38.037,258 22 CB\S21_38.037uW.png
258 22 CB,U21,10,20,3781,2331,35.985,258 22 CB\U21_35.985uW.png
258 22 CB,Y21,10,24,4462,2317,38.262,258 22 CB\Y21_38.262uW.png
258 22 CB,L22,11,12,2251,2439,40.971,258 22 CB\L22_40.971uW.png
258 22 CB,C27,13,3,735,2994,38.665,258 22 CB\C27_38.665uW.png
258 22 CB,I27,13,9,1753,2973,35.794,258 22 CB\I27_35.794uW.png
258 22 CB,Q27,13,16,3116,2949,38.634,258 22 CB\Q27_38.634uW.png
258 22 CB,W27,13,22,4135,2930,33.429,258 22 CB\W27_33.429uW.png
258 22 CB,B32,16,2,571,3471,38.314,258 22 CB\B32_38.314uW.png
258 22 CB,E33,16,5,1085,3559,36.896,258 22 CB\E33_36.896uW.png
258 22 CB,G33,16,7,1426,3554,37.19,258 22 CB\G33_37.19uW.png
258 22 CB,K33,16,11,2104,3540,36.5,258 22 CB\K33_36.5uW.png
258 22 CB,O33,16,14,2784,3527,40.703,258 22 CB\O33_40.703uW.png
258 22 CB,S33,16,18,3465,3515,37.762,258 22 CB\S33_37.762uW.png
258 22 CB,U33,16,20,3805,3508,38.63,258 22 CB\U33_38.63uW.png
258 22 CB,W33,16,22,4145,3517,39.567,258 22 CB\W33_39.567uW.png
