array,label,row,col,x,y,Power_uW,crop_file
234 25 CB,B02,1,2,438,420,55.204,234 25 CB\B2_55.204uW.png
234 25 CB,E01,1,5,946,322,53.987,234 25 CB\E1_53.987uW.png
234 25 CB,G01,1,7,1286,315,53.888,234 25 CB\G1_53.888uW.png
234 25 CB,K01,1,11,1966,300,24.374,234 25 CB\K1_24.374uW.png
234 25 CB,O01,1,14,2645,286,54.425,234 25 CB\O1_54.425uW.png
234 25 CB,S01,1,18,3325,271,55.222,234 25 CB\S1_55.222uW.png
234 25 CB,U01,1,20,3666,264,56.269,234 25 CB\U1_56.269uW.png
234 25 CB,X02,1,23,4178,340,56.055,234 25 CB\X2_56.055uW.png
234 25 CB,C07,4,3,620,918,53.512,234 25 CB\C7_53.512uW.png
234 25 CB,I07,4,9,1639,896,53.199,234 25 CB\I7_53.199uW.png
234 25 CB,Q07,4,16,3000,867,53.298,234 25 CB\Q7_53.298uW.png
234 25 CB,W07,4,22,4019,846,56.126,234 25 CB\W7_56.126uW.png
234 25 CB,A13,7,1,293,1513,53.656,234 25 CB\A13_53.656uW.png
234 25 CB,E13,7,5,971,1498,56.359,234 25 CB\E13_56.359uW.png
234 25 CB,G13,7,7,1311,1491,55.052,234 25 CB\G13_55.052uW.png
234 25 CB,K13,7,11,1991,1477,54.989,234 25 CB\K13_54.989uW.png
234 25 CB,O13,7,14,2670,1462,54.443,234 25 CB\O13_54.443uW.png
234 25 CB,S13,7,18,3350,1448,55.088,234 25 CB\S13_55.088uW.png
234 25 CB,U13,7,20,3691,1441,55.347,234 25 CB\U13_55.347uW.png
234 25 CB,Y13,7,24,4371,1426,53.745,234 25 CB\Y13_53.745uW.png
234 25 CB,A21,10,1,309,2297,53.906,234 25 CB\A21_53.906uW.png
234 25 CB,E21,10,5,988,2283,55.043,234 25 CB\E21_55.043uW.png
234 25 CB,G21,10,7,1328,2276,53.629,234 25 CB\G21_53.629uW.png
234 25 CB,K21,10,11,2007,2261,53.396,234 25 CB\K21_53.396uW.png
234 25 CB,O21,10,14,2687,2247,48.804,234 25 CB\O21_48.804uW.png
234 25 CB,S21,10,18,3367,2232,55.115,234 25 CB\S21_55.115uW.png
234 25 CB,U21,10,20,3708,2225,54.971,234 25 CB\U21_54.971uW.png
234 25 CB,Y21,10,24,4387,2211,53.879,234 25 CB\Y21_53.879uW.png
234 25 CB,C27,13,3,661,2878,57.129,234 25 CB\C27_57.129uW.png
234 25 CB,I27,13,9,1681,2856,53.853,234 25 CB\I27_53.853uW.png
234 25 CB,Q27,13,16,3041,2827,55.061,234 25 CB\Q27_55.061uW.png
234 25 CB,W27,13,22,4061,2806,55.491,234 25 CB\W27_55.491uW.png
234 25 CB,B32,16,2,501,3361,54.73,234 25 CB\B32_54.73uW.png
234 25 CB,E33,16,5,1013,3459,54.622,234 25 CB\E33_54.622uW.png
234 25 CB,G33,16,7,1353,3452,55.491,234 25 CB\G33_55.491uW.png
234 25 CB,K33,16,11,2032,3438,53.477,234 25 CB\K33_53.477uW.png
234 25 CB,O33,16,14,2712,3423,55.365,234 25 CB\O33_55.365uW.png
234 25 CB,S33,16,18,3392,3409,54.909,234 25 CB\S33_54.909uW.png
234 25 CB,U33,16,20,3732,3402,55.294,234 25 CB\U33_55.294uW.png
234 25 CB,X32,16,23,4240,3282,53.521,234 25 CB\X32_53.521uW.png
234 32 CA,C01,1,3,608,338,56.046,234 32 CA\C1_56.046uW.png
234 32 CA,E01,1,5,947,331,54.649,234 32 CA\E1_54.649uW.png
234 32 CA,G01,1,7,1287,324,54.434,234 32 CA\G1_54.434uW.png
234 32 CA,K01,1,11,1967,310,54.184,234 32 CA\K1_54.184uW.png
234 32 CA,N02,1,13,2478,386,43.773,234 32 CA\N2_43.773uW.png
234 32 CA,S01,1,18,3327,281,42.046,234 32 CA\S1_42.046uW.png
234 32 CA,U01,1,20,3668,274,42.968,234 32 CA\U1_42.968uW.png
234 32 CA,X02,1,23,4179,350,43.648,234 32 CA\X2_43.648uW.png
234 32 CA,C07,4,3,620,927,54.766,234 32 CA\C7_54.766uW.png
234 32 CA,I07,4,9,1640,906,53.763,234 32 CA\I7_53.763uW.png
234 32 CA,Q07,4,16,3001,877,43.093,234 32 CA\Q7_43.093uW.png
